,name,n_or_f,name_len
173,adams dong,f,10
175,adams dorian,f,12
176,adams duane,f,11
178,adams emile,f,11
179,adams erwin,f,11
180,adams ezequiel,f,14
182,adams ferdinand,f,15
183,adams foster,f,12
184,adams garrett,f,13
185,adams gerardo,f,13
186,adams hector,f,12
188,adams jeromy,f,12
189,adams joshua,f,12
190,adams king,f,10
192,adams landon,f,12
193,adams leland,f,12
194,adams lenard,f,12
195,adams lowell,f,12
196,adams mitch,f,11
197,adams odell,f,11
198,adams odis,f,10
199,adams quentin,f,13
200,adams rich,f,10
201,adams rod,f,9
202,adams rodrigo,f,13
205,adams terrence,f,14
206,adams thanh,f,11
207,adams tony,f,10
208,adams trevor,f,12
209,adams tristan,f,13
210,adams zachariah,f,15
212,adkins ahmad,f,12
213,adkins alden,f,12
215,adkins bradley,f,14
217,adkins claud,f,12
218,adkins darius,f,13
219,adkins deangelo,f,15
220,adkins demarcus,f,15
221,adkins elisha,f,13
222,adkins emil,f,11
224,adkins freddy,f,13
225,adkins gail,f,11
227,adkins gerard,f,13
228,adkins gonzalo,f,14
229,adkins jackie,f,13
230,adkins jamal,f,12
231,adkins jamel,f,12
232,adkins jed,f,10
233,adkins jeffrey,f,14
234,adkins jerry,f,12
237,adkins lon,f,10
238,adkins marcellus,f,16
239,adkins martin,f,13
242,adkins norberto,f,15
244,adkins rodrick,f,14
247,adkins sammie,f,13
251,adkins terrell,f,14
252,adkins thurman,f,14
253,adkins virgil,f,13
256,adkins william,f,14
257,aguilar aldo,f,12
260,aguilar august,f,14
261,aguilar branden,f,15
262,aguilar bryan,f,13
263,aguilar cesar,f,13
264,aguilar cleo,f,12
265,aguilar corey,f,13
267,aguilar damon,f,13
268,aguilar doug,f,12
269,aguilar dusty,f,13
270,aguilar edison,f,14
271,aguilar elbert,f,14
272,aguilar elden,f,13
273,aguilar freeman,f,15
274,aguilar gaston,f,14
275,aguilar grady,f,13
276,aguilar jay,f,11
279,aguilar jerold,f,14
280,aguilar karl,f,12
281,aguilar kelly,f,13
282,aguilar lamont,f,14
283,aguilar laurence,f,16
284,aguilar leo,f,11
285,aguilar leonardo,f,16
286,aguilar lino,f,12
288,aguilar lonny,f,13
289,aguilar major,f,13
290,aguilar marion,f,14
291,aguilar michael,f,15
292,aguilar michal,f,14
293,aguilar micheal,f,15
294,aguilar milan,f,13
295,aguilar mohammed,f,16
296,aguilar olin,f,12
297,aguilar ollie,f,13
298,aguilar raymon,f,14
300,aguilar rich,f,12
301,aguilar rob,f,11
302,aguilar roosevelt,f,17
303,aguilar russ,f,12
305,aguilar stacey,f,14
307,aguirre aaron,f,13
308,aguirre andrew,f,14
309,aguirre antione,f,15
310,aguirre arnold,f,14
311,aguirre ashley,f,14
313,aguirre benedict,f,16
314,aguirre boris,f,13
315,aguirre bruce,f,13
316,aguirre bryce,f,13
317,aguirre chad,f,12
319,aguirre chuck,f,13
320,aguirre cordell,f,15
321,aguirre damon,f,13
323,aguirre darren,f,14
325,aguirre dean,f,12
326,aguirre dirk,f,12
327,aguirre domingo,f,15
328,aguirre donnie,f,14
329,aguirre dwight,f,14
330,aguirre dylan,f,13
331,aguirre efren,f,13
332,aguirre elvis,f,13
333,aguirre fermin,f,14
335,aguirre foster,f,14
336,aguirre gabriel,f,15
337,aguirre gale,f,12
339,aguirre gregg,f,13
340,aguirre gustavo,f,15
341,aguirre hector,f,14
342,aguirre hunter,f,14
343,aguirre jarred,f,14
344,aguirre jeffry,f,14
345,aguirre jules,f,13
346,aguirre leandro,f,15
348,aguirre marcos,f,14
349,aguirre nicholas,f,16
350,aguirre otis,f,12
353,aguirre renaldo,f,15
354,aguirre rocky,f,13
355,aguirre rodney,f,14
358,aguirre scott,f,13
359,aguirre sol,f,11
361,aguirre stanley,f,15
362,aguirre thaddeus,f,16
364,aguirre tobias,f,14
365,aguirre tommie,f,14
366,aguirre vernon,f,14
367,aguirre willard,f,15
368,aguirre zachery,f,15
369,ahmed anderson,f,14
370,ahmed anton,f,11
371,ahmed benito,f,12
372,ahmed brady,f,11
373,ahmed brock,f,11
375,ahmed christian,f,15
377,ahmed courtney,f,14
378,ahmed danny,f,11
379,ahmed donny,f,11
380,ahmed duane,f,11
381,ahmed ed,f,8
383,ahmed ernesto,f,13
385,ahmed gerardo,f,13
387,ahmed harlan,f,12
388,ahmed hong,f,10
389,ahmed jarrod,f,12
390,ahmed jerry,f,11
392,ahmed kenton,f,12
393,ahmed larry,f,11
394,ahmed laverne,f,13
395,ahmed lemuel,f,12
396,ahmed lloyd,f,11
397,ahmed louis,f,11
398,ahmed lyle,f,10
400,ahmed manuel,f,12
401,ahmed marc,f,10
402,ahmed mark,f,10
403,ahmed marlin,f,12
404,ahmed mason,f,11
406,ahmed mervin,f,12
407,ahmed michael,f,13
408,ahmed michal,f,12
410,ahmed noe,f,9
412,ahmed orville,f,13
413,ahmed phil,f,10
414,ahmed prince,f,12
416,ahmed reed,f,10
418,ahmed rufus,f,11
419,ahmed ryan,f,10
421,ahmed valentin,f,14
422,ahmed will,f,10
425,alexander andy,f,14
426,alexander antwan,f,16
427,alexander arthur,f,16
428,alexander ashley,f,16
429,alexander avery,f,15
430,alexander barrett,f,17
432,alexander benny,f,15
434,alexander carol,f,15
435,alexander cesar,f,15
436,alexander chase,f,15
437,alexander claude,f,16
438,alexander clement,f,17
439,alexander dane,f,14
440,alexander daren,f,15
441,alexander daron,f,15
442,alexander diego,f,15
445,alexander dwain,f,15
447,alexander eric,f,14
448,alexander ezekiel,f,17
449,alexander franklyn,f,18
450,alexander gaston,f,16
451,alexander gonzalo,f,17
452,alexander gustavo,f,17
455,alexander jarvis,f,16
456,alexander jesus,f,15
457,alexander lemuel,f,16
458,alexander len,f,13
459,alexander lowell,f,16
460,alexander mac,f,13
461,alexander marco,f,15
462,alexander mariano,f,17
463,alexander mason,f,15
465,alexander merlin,f,16
466,alexander merrill,f,17
467,alexander murray,f,16
468,alexander reyes,f,15
469,alexander royal,f,15
470,alexander scotty,f,16
471,alexander sidney,f,16
472,alexander theodore,f,18
473,alexander tony,f,14
474,alexander ulysses,f,17
475,alexander vern,f,14
476,alexander walter,f,16
477,alexander willie,f,16
478,alexander zack,f,14
479,alfaro ahmed,f,12
481,alfaro antone,f,13
483,alfaro august,f,13
484,alfaro avery,f,12
485,alfaro bennie,f,13
486,alfaro benny,f,12
487,alfaro blair,f,12
488,alfaro bradly,f,13
489,alfaro brenton,f,14
490,alfaro bud,f,10
491,alfaro cesar,f,12
493,alfaro claudio,f,14
494,alfaro cody,f,11
495,alfaro colton,f,13
496,alfaro cortez,f,13
497,alfaro demarcus,f,15
498,alfaro domenic,f,14
500,alfaro edwin,f,12
501,alfaro eldridge,f,15
502,alfaro ethan,f,12
506,alfaro glenn,f,12
507,alfaro gregorio,f,15
508,alfaro hank,f,11
510,alfaro ira,f,10
511,alfaro irving,f,13
512,alfaro isreal,f,13
513,alfaro james,f,12
514,alfaro jared,f,12
515,alfaro jeffry,f,13
518,alfaro jim,f,10
519,alfaro joseph,f,13
520,alfaro lynn,f,11
521,alfaro modesto,f,14
522,alfaro nathanael,f,16
523,alfaro neal,f,11
525,alfaro odell,f,12
528,alfaro randolph,f,15
529,alfaro renato,f,13
531,alfaro rogelio,f,14
532,alfaro royal,f,12
533,alfaro thad,f,11
534,alfaro todd,f,11
535,alfaro trey,f,11
536,alfaro valentin,f,15
537,alfaro vincent,f,14
538,alfaro warner,f,13
539,alfaro wilber,f,13
540,alfaro wilburn,f,14
541,alfaro wyatt,f,12
542,ali aaron,f,9
543,ali adolfo,f,10
544,ali alec,f,8
545,ali alonzo,f,10
546,ali antione,f,11
547,ali arron,f,9
548,ali art,f,7
551,ali boris,f,9
552,ali broderick,f,13
553,ali bryon,f,9
554,ali casey,f,9
555,ali christian,f,13
556,ali derick,f,10
559,ali dwayne,f,10
560,ali eldon,f,9
561,ali emmitt,f,10
564,ali hayden,f,10
565,ali hobert,f,10
567,ali jackie,f,10
568,ali james,f,9
570,ali jason,f,9
571,ali kirk,f,8
572,ali leif,f,8
573,ali lenard,f,10
575,ali luigi,f,9
577,ali marcellus,f,13
578,ali mark,f,8
579,ali marlin,f,10
580,ali max,f,7
581,ali miquel,f,10
583,ali octavio,f,11
585,ali ricky,f,9
586,ali roger,f,9
587,ali ryan,f,8
588,ali scotty,f,10
589,ali stephen,f,11
590,ali sylvester,f,13
591,ali thomas,f,10
592,ali tommy,f,9
595,ali tyrone,f,10
596,ali vince,f,9
597,allen al,f,8
599,allen austin,f,12
602,allen branden,f,13
605,allen buck,f,10
606,allen burl,f,10
607,allen buster,f,12
608,allen calvin,f,12
609,allen cameron,f,13
610,allen charley,f,13
611,allen charlie,f,13
613,allen cole,f,10
614,allen colin,f,11
615,allen cristobal,f,15
617,allen delbert,f,13
618,allen demetrius,f,15
619,allen dong,f,10
620,allen donovan,f,13
621,allen douglass,f,14
622,allen edgardo,f,13
623,allen enoch,f,11
624,allen ernest,f,12
625,allen fredrick,f,14
626,allen gale,f,10
627,allen garrett,f,13
628,allen gonzalo,f,13
629,allen hal,f,9
631,allen hubert,f,12
633,allen jamal,f,11
634,allen jarod,f,11
635,allen justin,f,12
636,allen karl,f,10
638,allen lacy,f,10
639,allen laurence,f,14
640,allen leonard,f,13
641,allen lino,f,10
643,allen luigi,f,11
644,allen marco,f,11
645,allen marlon,f,12
647,allen merle,f,11
648,allen minh,f,10
649,allen moises,f,12
650,allen nigel,f,11
652,allen pasquale,f,14
653,allen quinn,f,11
655,allen rick,f,10
658,allen russ,f,10
659,allen rusty,f,11
660,allen scottie,f,13
661,allen terence,f,13
662,allen terrance,f,14
664,allen will,f,10
665,allen willie,f,12
666,allen willis,f,12
667,allen zane,f,10
668,allison adolfo,f,14
669,allison ahmed,f,13
670,allison aldo,f,12
671,allison antony,f,14
672,allison arnoldo,f,15
673,allison arron,f,13
675,allison berry,f,13
678,allison burl,f,12
679,allison burton,f,14
681,allison clinton,f,15
682,allison dane,f,12
683,allison danial,f,14
684,allison darwin,f,14
687,allison edmundo,f,15
688,allison elliott,f,15
689,allison emilio,f,14
690,allison ernesto,f,15
692,allison ezra,f,12
693,allison felton,f,14
695,allison gerald,f,14
696,allison gil,f,11
697,allison herschel,f,16
698,allison hipolito,f,16
700,allison irwin,f,13
702,allison jeremiah,f,16
704,allison kelvin,f,14
706,allison leon,f,12
707,allison mac,f,11
708,allison marlin,f,14
709,allison morgan,f,14
710,allison noah,f,12
712,allison otis,f,12
713,allison rodrigo,f,15
714,allison roland,f,14
715,allison roy,f,11
716,allison sal,f,11
717,allison shannon,f,15
718,allison shawn,f,13
719,allison sherman,f,15
720,allison terrance,f,16
721,allison tommie,f,14
723,allison wm,f,10
724,allison wyatt,f,13
725,alvarado alvin,f,14
726,alvarado amado,f,14
727,alvarado antonia,f,16
728,alvarado armand,f,15
729,alvarado brady,f,14
730,alvarado branden,f,16
732,alvarado cletus,f,15
734,alvarado dan,f,12
735,alvarado danny,f,14
736,alvarado dean,f,13
737,alvarado deshawn,f,16
738,alvarado dewey,f,14
739,alvarado donny,f,14
741,alvarado emerson,f,16
742,alvarado errol,f,14
744,alvarado forest,f,15
745,alvarado freddy,f,15
746,alvarado fredric,f,16
747,alvarado giovanni,f,17
748,alvarado grover,f,15
749,alvarado guillermo,f,18
750,alvarado herschel,f,17
751,alvarado jamar,f,14
752,alvarado jeffery,f,16
753,alvarado jere,f,13
754,alvarado jesus,f,14
755,alvarado jude,f,13
757,alvarado keneth,f,15
758,alvarado kyle,f,13
759,alvarado leroy,f,14
760,alvarado marion,f,15
761,alvarado ned,f,12
762,alvarado norbert,f,16
763,alvarado paul,f,13
764,alvarado randal,f,15
765,alvarado reid,f,13
766,alvarado robin,f,14
767,alvarado rogelio,f,16
768,alvarado samual,f,15
770,alvarado valentin,f,17
771,alvarado vance,f,14
773,alvarado vincent,f,16
775,alvarado wilson,f,15
776,alvarado zack,f,13
778,alvarez al,f,10
779,alvarez amado,f,13
780,alvarez antoine,f,15
781,alvarez antone,f,14
782,alvarez bradly,f,14
783,alvarez brendan,f,15
785,alvarez buck,f,12
786,alvarez burt,f,12
788,alvarez clark,f,13
789,alvarez clement,f,15
792,alvarez cristopher,f,18
794,alvarez dale,f,12
795,alvarez dominick,f,16
796,alvarez dwayne,f,14
797,alvarez emery,f,13
798,alvarez esteban,f,15
799,alvarez felipe,f,14
800,alvarez freeman,f,15
801,alvarez grady,f,13
802,alvarez herbert,f,15
803,alvarez israel,f,14
804,alvarez jamar,f,13
805,alvarez jeremy,f,14
806,alvarez jerry,f,13
807,alvarez john,f,12
808,alvarez jordon,f,14
809,alvarez jules,f,13
811,alvarez king,f,12
812,alvarez leland,f,14
813,alvarez lemuel,f,14
814,alvarez leslie,f,14
815,alvarez levi,f,12
816,alvarez lincoln,f,15
818,alvarez nelson,f,14
819,alvarez norris,f,14
820,alvarez pete,f,12
821,alvarez peter,f,13
822,alvarez raymond,f,15
823,alvarez reuben,f,14
824,alvarez riley,f,13
825,alvarez roger,f,13
827,alvarez stanford,f,16
828,alvarez terrell,f,15
830,alvarez winfred,f,15
831,andersen adam,f,13
832,andersen andreas,f,16
834,andersen bruce,f,14
836,andersen christian,f,18
839,andersen darnell,f,16
840,andersen delbert,f,16
841,andersen demetrius,f,18
842,andersen derick,f,15
843,andersen donovan,f,16
844,andersen doyle,f,14
845,andersen earle,f,14
847,andersen elijah,f,15
848,andersen errol,f,14
849,andersen felix,f,14
851,andersen gaston,f,15
852,andersen gavin,f,14
853,andersen guadalupe,f,18
854,andersen guy,f,12
855,andersen hayden,f,15
857,andersen hiram,f,14
859,andersen jewell,f,15
860,andersen jonah,f,14
861,andersen lawerence,f,18
862,andersen les,f,12
863,andersen malik,f,14
864,andersen marcos,f,15
865,andersen marty,f,14
866,andersen oliver,f,15
867,andersen parker,f,15
868,andersen perry,f,14
869,andersen rayford,f,16
870,andersen renato,f,15
871,andersen reuben,f,15
872,andersen rosario,f,16
874,andersen sammie,f,15
875,andersen sanford,f,16
876,andersen santiago,f,17
877,andersen shelby,f,15
878,andersen sol,f,12
879,andersen spencer,f,16
881,andersen tyrell,f,15
882,andersen waylon,f,15
884,andersen whitney,f,16
885,andersen xavier,f,15
886,anderson alex,f,13
888,anderson brady,f,14
889,anderson brant,f,14
890,anderson carmine,f,16
891,anderson cedrick,f,16
892,anderson clark,f,14
894,anderson cliff,f,14
895,anderson cristopher,f,19
897,anderson cyrus,f,14
898,anderson dale,f,13
899,anderson daryl,f,14
900,anderson del,f,12
901,anderson elmer,f,14
902,anderson elton,f,14
904,anderson felton,f,15
905,anderson garfield,f,17
906,anderson hai,f,12
907,anderson harris,f,15
908,anderson hassan,f,15
909,anderson hong,f,13
911,anderson israel,f,15
913,anderson jasper,f,15
914,anderson jed,f,12
915,anderson joe,f,12
916,anderson kenton,f,15
917,anderson kris,f,13
918,anderson lesley,f,15
919,anderson lionel,f,15
921,anderson mauricio,f,17
922,anderson michel,f,15
924,anderson numbers,f,16
925,anderson richie,f,15
926,anderson ron,f,12
927,anderson roscoe,f,15
928,anderson ruben,f,14
930,anderson shelton,f,16
931,anderson silas,f,14
932,anderson stephen,f,16
934,anderson tuan,f,13
936,anderson wilmer,f,15
937,andrade alfonzo,f,15
938,andrade beau,f,12
939,andrade blake,f,13
940,andrade bradly,f,14
942,andrade carson,f,14
944,andrade clayton,f,15
945,andrade damien,f,14
946,andrade denver,f,14
947,andrade dorsey,f,14
948,andrade douglas,f,15
949,andrade emil,f,12
950,andrade emile,f,13
951,andrade emmanuel,f,16
952,andrade erick,f,13
953,andrade ernesto,f,15
954,andrade freeman,f,15
955,andrade garth,f,13
957,andrade herbert,f,15
958,andrade herman,f,14
959,andrade jackie,f,14
960,andrade joesph,f,14
961,andrade joey,f,12
963,andrade lincoln,f,15
964,andrade louie,f,13
965,andrade lyman,f,13
966,andrade marshall,f,16
967,andrade maximo,f,14
968,andrade myles,f,13
969,andrade nicky,f,13
971,andrade rashad,f,14
972,andrade reggie,f,14
973,andrade reyes,f,13
976,andrade teodoro,f,15
977,andrade trent,f,13
978,andrade tyson,f,13
980,andrade von,f,11
981,andrade wilburn,f,15
983,andrade wilmer,f,14
986,andrews aldo,f,12
990,andrews arlen,f,13
991,andrews boyce,f,13
992,andrews brice,f,13
995,andrews chris,f,13
996,andrews chuck,f,13
997,andrews cornell,f,15
998,andrews domingo,f,15
999,andrews don,f,11
1000,andrews duane,f,13
1001,andrews edgardo,f,15
1002,andrews edmond,f,14
1003,andrews ernesto,f,15
1004,andrews fidel,f,13
1005,andrews francisco,f,17
1006,andrews freddie,f,15
1007,andrews frederic,f,16
1008,andrews frederick,f,17
1009,andrews gary,f,12
1010,andrews gavin,f,13
1011,andrews harland,f,15
1012,andrews harley,f,14
1013,andrews harrison,f,16
1014,andrews isaac,f,13
1015,andrews jack,f,12
1017,andrews joe,f,11
1018,andrews jonathan,f,16
1019,andrews josef,f,13
1022,andrews lyman,f,13
1023,andrews maurice,f,15
1025,andrews monte,f,13
1026,andrews nathaniel,f,17
1027,andrews ned,f,11
1028,andrews oliver,f,14
1029,andrews rodger,f,14
1030,andrews ronald,f,14
1031,andrews salvatore,f,17
1032,andrews santo,f,13
1033,andrews sol,f,11
1034,andrews stanford,f,16
1036,andrews theodore,f,16
1037,andrews toney,f,13
1038,andrews vincenzo,f,16
1039,andrews weston,f,14
1040,anthony al,f,10
1041,anthony andreas,f,15
1042,anthony bruno,f,13
1043,anthony carmelo,f,15
1044,anthony chad,f,12
1045,anthony chris,f,13
1046,anthony chuck,f,13
1047,anthony coleman,f,15
1048,anthony coy,f,11
1049,anthony damien,f,14
1050,anthony daryl,f,13
1052,anthony dewayne,f,15
1054,anthony dirk,f,12
1055,anthony donn,f,12
1057,anthony dustin,f,14
1059,anthony elisha,f,14
1060,anthony eloy,f,12
1062,anthony erwin,f,13
1063,anthony faustino,f,16
1067,anthony grant,f,13
1068,anthony henry,f,13
1070,anthony hyman,f,13
1071,anthony israel,f,14
1072,anthony jerold,f,14
1073,anthony julius,f,14
1074,anthony karl,f,12
1076,anthony kurtis,f,14
1077,anthony lane,f,12
1079,anthony lucius,f,14
1080,anthony lynn,f,12
1081,anthony malcolm,f,15
1082,anthony matt,f,12
1083,anthony monte,f,13
1084,anthony neil,f,12
1086,anthony norris,f,14
1087,anthony pete,f,12
1089,anthony raymundo,f,16
1090,anthony reid,f,12
1092,anthony rhett,f,13
1093,anthony robert,f,14
1094,anthony rodger,f,14
1095,anthony rodrick,f,15
1096,anthony ruben,f,13
1097,anthony sebastian,f,17
1099,anthony sid,f,11
1100,anthony sol,f,11
1101,anthony stacey,f,14
1104,anthony tracy,f,13
1106,anthony vern,f,12
1107,anthony walker,f,14
1108,anthony werner,f,14
1109,arellano alden,f,14
1110,arellano alvaro,f,15
1112,arellano charles,f,16
1113,arellano colton,f,15
1114,arellano cornell,f,16
1115,arellano cyrus,f,14
1117,arellano dee,f,12
1118,arellano desmond,f,16
1119,arellano domingo,f,16
1120,arellano eduardo,f,16
1121,arellano elroy,f,14
1123,arellano faustino,f,17
1124,arellano forrest,f,16
1126,arellano freeman,f,16
1127,arellano george,f,15
1128,arellano gerald,f,15
1129,arellano gilberto,f,17
1130,arellano hal,f,12
1131,arellano hilton,f,15
1132,arellano hipolito,f,17
1133,arellano horace,f,15
1134,arellano irwin,f,14
1135,arellano isiah,f,14
1136,arellano jean,f,13
1137,arellano jonas,f,14
1139,arellano lyle,f,13
1140,arellano marc,f,13
1141,arellano markus,f,15
1142,arellano maynard,f,16
1143,arellano micheal,f,16
1144,arellano miquel,f,15
1145,arellano nathaniel,f,18
1147,arellano orlando,f,16
1149,arellano randal,f,15
1150,arellano reggie,f,15
1151,arellano reynaldo,f,17
1153,arellano rodrick,f,16
1155,arellano sammie,f,15
1156,arellano santo,f,14
1157,arellano sid,f,12
1158,arellano son,f,12
1159,arellano tobias,f,15
1160,arellano vincenzo,f,17
1161,arellano von,f,12
1162,arellano zackary,f,16
1163,arias alden,f,11
1164,arias alonzo,f,12
1165,arias augustine,f,15
1166,arias barry,f,11
1167,arias brad,f,10
1168,arias brian,f,11
1169,arias carson,f,12
1170,arias charley,f,13
1171,arias christopher,f,17
1172,arias colin,f,11
1173,arias colton,f,12
1174,arias connie,f,12
1175,arias cornell,f,13
1176,arias dane,f,10
1178,arias dewayne,f,13
1179,arias dylan,f,11
1180,arias emilio,f,12
1181,arias emmett,f,12
1182,arias evan,f,10
1185,arias heath,f,11
1188,arias jamar,f,11
1190,arias jon,f,9
1192,arias kent,f,10
1193,arias kraig,f,11
1194,arias leon,f,10
1197,arias malcom,f,12
1199,arias mario,f,11
1200,arias markus,f,12
1202,arias mary,f,10
1203,arias mose,f,10
1204,arias nestor,f,12
1205,arias nicholas,f,14
1206,arias noel,f,10
1208,arias olen,f,10
1209,arias oren,f,10
1210,arias refugio,f,13
1211,arias rolf,f,10
1212,arias ron,f,9
1213,arias russ,f,10
1214,arias russel,f,12
1215,arias sherman,f,13
1216,arias tanner,f,12
1217,arias vance,f,11
1218,arias waldo,f,11
1219,arias ward,f,10
1221,arias williams,f,14
1223,armstrong adam,f,14
1224,armstrong adan,f,14
1226,armstrong archie,f,16
1229,armstrong clyde,f,15
1230,armstrong craig,f,15
1231,armstrong damian,f,16
1232,armstrong daren,f,15
1233,armstrong davis,f,15
1235,armstrong dong,f,14
1236,armstrong eduardo,f,17
1237,armstrong eldridge,f,18
1238,armstrong eli,f,13
1239,armstrong errol,f,15
1240,armstrong ethan,f,15
1241,armstrong evan,f,14
1242,armstrong gregory,f,17
1243,armstrong james,f,15
1244,armstrong jeffry,f,16
1245,armstrong johnny,f,16
1246,armstrong kevin,f,15
1247,armstrong lamar,f,15
1248,armstrong lyle,f,14
1249,armstrong man,f,13
1250,armstrong marcelino,f,19
1251,armstrong mckinley,f,18
1252,armstrong michael,f,17
1253,armstrong paul,f,14
1254,armstrong porfirio,f,18
1256,armstrong rich,f,14
1257,armstrong rocco,f,15
1259,armstrong ryan,f,14
1260,armstrong salvador,f,18
1261,armstrong sheldon,f,17
1262,armstrong theo,f,14
1263,armstrong tom,f,13
1264,armstrong trinidad,f,18
1265,armstrong wilburn,f,17
1266,armstrong willy,f,15
1267,arnold alec,f,11
1268,arnold alphonse,f,15
1269,arnold andreas,f,14
1270,arnold bernardo,f,15
1271,arnold bruce,f,12
1272,arnold chester,f,14
1273,arnold claud,f,12
1276,arnold cristobal,f,16
1277,arnold darrel,f,13
1278,arnold dewitt,f,13
1279,arnold dexter,f,13
1280,arnold edwardo,f,14
1283,arnold fausto,f,13
1284,arnold ferdinand,f,16
1285,arnold gabriel,f,14
1287,arnold harlan,f,13
1288,arnold harry,f,12
1289,arnold heriberto,f,16
1290,arnold hilario,f,14
1291,arnold isaac,f,12
1292,arnold jackson,f,14
1293,arnold jamey,f,12
1297,arnold lee,f,10
1298,arnold lucio,f,12
1299,arnold lyndon,f,13
1301,arnold mckinley,f,15
1302,arnold merrill,f,14
1303,arnold mitchel,f,14
1304,arnold neville,f,14
1305,arnold nicky,f,12
1306,arnold norman,f,13
1307,arnold pedro,f,12
1308,arnold raleigh,f,14
1309,arnold ray,f,10
1311,arnold ronnie,f,13
1312,arnold sammie,f,13
1313,arnold sammy,f,12
1314,arnold steven,f,13
1315,arnold stewart,f,14
1317,arnold travis,f,13
1318,arnold william,f,14
1319,arroyo alan,f,11
1320,arroyo albert,f,13
1321,arroyo ariel,f,12
1322,arroyo arron,f,12
1323,arroyo bobby,f,12
1324,arroyo colin,f,12
1325,arroyo courtney,f,15
1326,arroyo darius,f,13
1327,arroyo dave,f,11
1329,arroyo edgar,f,12
1330,arroyo elvis,f,12
1332,arroyo guy,f,10
1333,arroyo harry,f,12
1334,arroyo harvey,f,13
1335,arroyo hector,f,13
1336,arroyo ismael,f,13
1337,arroyo jonas,f,12
1338,arroyo josef,f,12
1339,arroyo juan,f,11
1340,arroyo laurence,f,15
1341,arroyo lemuel,f,13
1343,arroyo long,f,11
1344,arroyo marcellus,f,16
1345,arroyo marco,f,12
